,index,Text,Label,Question,RepQuestion,TextAll
52,180,"Io se fossi un genitore, anche se sì, non avrei problemi nella mia vita, perché alla fine sarei felice di aiutarlo, e sostenerlo, e dargli tutte le cure, e dargli tutto il mio sostegno, perché alla fine è mio figlio, ovviamente non è una persona a caso, e quindi l’avrei comunque aiutato; ehm, secondo me non, non, non sarebbe un, un ostacolo nella mia vita portarlo magari a più visite mediche di altri bambini che non hanno problemi, perché alla fine lo farei per piacere e per volontà mia, ecco.",valutazioneX52+valutazioneX38,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Io se fossi un genitore, anche se sì, non avrei problemi nella mia vita, perché alla fine sarei felice di aiutarlo, e sostenerlo, e dargli tutte le cure, e dargli tutto il mio sostegno, perché alla fine è mio figlio, ovviamente non è una persona a caso, e quindi l’avrei comunque aiutato;', 'ehm, secondo me non, non, non sarebbe un, un ostacolo nella mia vita portarlo magari a più visite mediche di altri bambini che non hanno problemi, perché alla fine lo farei per piacere e per volontà mia, ecco.']"
53,5913,"""Disturbo da deficit attentivo/iperattività"" è l'etichetta diagnostica utilizzata per descrivere una popolazione eterogenea e vasta di bambini che presentano una serie di problemi, le cui manifestazioni più evidenti riguardano la difficoltà a mantenere l'attenzione e a controllare l'impulsività e il movimento (nel bambino possono essere presenti entrambi questi aspetti o solo uno di questi ",sancireX23+specificazioneX31+sancireX10+specificazioneX11+sancireX11+commentoX14+descrizioneX15+specificazioneX7+sancireX27,Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,descrizione,"['""Disturbo da deficit attentivo/iperattività"" è l\'etichetta diagnostica utilizzata per descrivere una popolazione eterogenea e vasta di bambini che presentano una serie di problemi', ""le cui manifestazioni più evidenti riguardano la difficoltà a mantenere l'attenzione e a controllare l'impulsività e il movimento (nel bambino possono essere presenti entrambi questi aspetti o solo uno di questi)"", ""L'ADHD si colloca ora nella sezione dei disturbi del neurosviluppo"", 'e la lista dei sintomi è rimasta inalterata in termini quantitativi', 'Tuttavia nel DSM-5 sono presenti esempi di sintomatologia distinti per età', ""che sicuramente sono d'aiuto al clinico nel considerare gli aspetti evolutivi nella presentazione dell'ADHD"", ""Una delle novità  di rilievo è l'età di esordio dei sintomi spostata a 12 anni"", '(anzichè a 7 come richiesto dal DSM-IV)', 'La scelta dei 7 anni non era basata su evidenza scientifica la soglia dei 12 sta a indicare che il disturbo si manifesta comunque in età evolutiva. ']"
54,171,"Penso che sarebbero conseguenze più che altro nel morale. Mi sentirei spaventato e forse anche arrabbiato nel senso di ""perché a lui"".",descrizioneX9+giudizioX3+valutazioneX10,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Penso che sarebbero conseguenze più che altro nel morale.', 'Mi sentirei spaventato', 'e forse anche arrabbiato nel senso di ""perché a lui"".']"
55,2892,"Perché non c'è integrazione tra studenti e residenti se non sotto il profilo dello sfruttamento dei primi sull'uso di determinati ""servizi"" e dei secondi se possono trarre profitto.",sancireX8+specificazioneX20,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""Perché non c'è integrazione tra studenti e residenti"", 'se non sotto il profilo dello sfruttamento dei primi sull\'uso di determinati ""servizi"" e dei secondi se possono trarre profitto.']"
56,2568,"che bisogna cercare di recuperare 
al più presto i ragazzi ""sbandati"", 
di non lasciar correre considerandoli
""piccoli problemi""",giudizioX18,Come descriverebbe il luogo in cui abita?,descrizione,"['che bisogna cercare di recuperare \n al più presto i ragazzi ""sbandati"", \n di non lasciar correre considerandoli\n ""piccoli problemi""']"
57,226,Andare dallo psicologo.,sancireX3,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,['Andare dallo psicologo.']
58,869,"Quelli che ho vicino, secondo me, avendo un po' di pazienza, niente di che, a volte anche solo una parola",opinioneX20,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,"[""Quelli che ho vicino, secondo me, avendo un po' di pazienza, niente di che, a volte anche solo una parola""]"
59,2099,Ognuno gestisce le proprie competenze senza intralciare ma collaborando anche tra loro. Solo i tempi furono abbastanza lunghi,giudizioX12+giudizioX6,Come descriverebbe la gestione dell’iter di adozione internazionale da parte dei servizi?,descrizione,"['Ognuno gestisce le proprie competenze senza intralciare ma collaborando anche tra loro. ', 'Solo i tempi furono abbastanza lunghi']"
60,3848,"torno a casa e volevo dire qualcosa a mia Madre, ma per la mia sfortuna i miei a quel giorno litigavano, trovo la mia madre disperata e parlavano di divorzi ecc, non ho avuto il coraggio di parlare alla mia mamma per quello che e successo, quando l’ho visto a lei che piangeva, mi sono chiuso nella stanza con la scusa di fare compiti e ho continuato a piangere per ore, volevo che nessuno sapesse, mi sono lavata e cambiata…., avevo paura…!!",giustificazioneX46+descrizioneX25+sancireX11,Come descriverebbe una violenza sessuale?,descrizione,"['torno a casa e volevo dire qualcosa a mia Madre, ma per la mia sfortuna i miei a quel giorno litigavano, trovo la mia madre disperata e parlavano di divorzi ecc, non ho avuto il coraggio di parlare alla mia mamma per quello che e successo, ', ' quando l’ho visto a lei che piangeva, mi sono chiuso nella stanza con la scusa di fare compiti e ho continuato a piangere per ore,', ' volevo che nessuno sapesse, mi sono lavata e cambiata…., avevo paura...!!']"
61,3210,"È fondamentale osservare costantemente i pazienti, vigilare il territorio, essere sempre disponibili al dialogo, alle loro esigenze.",sancireX17,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"['È fondamentale osservare costantemente i pazienti, vigilare il territorio, essere sempre disponibili al dialogo, alle loro esigenze.']"
62,5142,il sim. nn so se siano la stessa cosa.,sancireX9,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['il sim. nn so se siano la stessa cosa.']
63,5540,"ospedali ambulatori, consultori",sancireX3,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['ospedali ambulatori, consultori']"
64,4881,"cerca di ""risolvere il proprio problema"" o almeno a conviverci nel migliore dei modi",dichiarazione_intentiX14,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['cerca di ""risolvere il proprio problema"" o almeno a conviverci nel migliore dei modi']"
65,1525,"Durante chemio e radio avevo deciso di lavorare, quindi il consiglio è quello di non precludere le attività ce una persona può fare",generalizzazioneX23,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"['Durante chemio e radio avevo deciso di lavorare, quindi il consiglio è quello di non precludere le attività ce una persona può fare']"
66,2578,C'è la necessità di valorizzare le tante risorse allenandole a lavorare in rete e di aiutare i portatori di interessi contrapposti a confrontarsi in modo costruttivo ed equilibrato,descrizioneX28,Come descriverebbe il luogo in cui abita?,descrizione,"[""C'è la necessità di valorizzare le tante risorse allenandole a lavorare in rete e di aiutare i portatori di interessi contrapposti a confrontarsi in modo costruttivo ed equilibrato""]"
67,948,Sarà un periodo in cui mia madre dovrà sicuramente limitare le attività,previsioneX12,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Sarà un periodo in cui mia madre dovrà sicuramente limitare le attività']
68,3461,"Le REMS sono delle residenze, degne sostitute di carceri ed OPG, istituzioni della violenza e della repressione, il più delle volte primitive e contenitive. Le REMS dovrebbero avere l'obiettivo non di contenere, ma di aprire. Aprire al paziente e al detenuto le porte della comunità, a partire da quella in cui la REMS è inserita (comune di appartenenza) e allo stesso modo le porte del reinserimento sociale e familiare, anche laddove venga meno l'appoggio familiare. ",contrapposizioneX35+specificazioneX40,Come descriverebbe le REMS?,descrizione,"[""Le REMS sono delle residenze, degne sostitute di carceri ed OPG, istituzioni della violenza e della repressione, il più delle volte primitive e contenitive. Le REMS dovrebbero avere l'obiettivo non di contenere, ma di aprire. "", ""Aprire al paziente e al detenuto le porte della comunità, a partire da quella in cui la REMS è inserita (comune di appartenenza) e allo stesso modo le porte del reinserimento sociale e familiare, anche laddove venga meno l'appoggio familiare. ""]"
69,807,"In maniera concisa e ponderata, vuol dire che mi sono già preparato le risposte",previsioneX5+specificazioneX9,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"['In maniera concisa e ponderata,', 'vuol dire che mi sono già preparato le risposte']"
70,61,"Mi sono sentito bene, …, io mi sento bene.",giudizioX4+generalizzazioneX5,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Mi sono sentito bene,', '…, io mi sento bene.']"
71,452,"Mah, io credo di no, perché non abbiamo…abbiamo solo delle complicazioni, delle implicazioni a livello, si, di pensiero e di gestione della bambina in questo caso, ma, ma niente di così negativo insomma, quindi non…la nostra condizione non la vedo tanto critica insomma.",valutazioneX43,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Mah, io credo di no, perché non abbiamo…abbiamo solo delle complicazioni, delle IMPLICAZIONE a livello, si, di pensiero e di gestione della bambina in questo caso, ma, ma niente di così negativo insomma, quindi non…la nostra condizione non la vedo tanto critica insomma.']"
72,58,"Ho fatto prima una visita, mi hanno fatto l'holter, hanno visto che io avevo un cuoricino con dei buchi, mi hanno aperto il petto e mi hanno operato, me li hanno cuciti, poi me l'hanno richiuso e mi è rimasta la cicatrice.",descrizioneX42,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"[""Ho fatto prima una visita, mi hanno fatto l'holter, hanno visto che io avevo un cuoricino con dei buchi, mi hanno aperto il petto e mi hanno operato, me li hanno cuciti, poi me l'hanno richiuso e mi è rimasta la cicatrice.""]"
73,1581,"Sono stato diagnosticato circa due mesi fa, e ancora non avrei una forma o descrizione precisa di un ""malato di AIDS"". Per quello che ho capito (e voglio credere) è che oggi la malattia ha un'altra faccia, cioè non è più una malattia mortale, ma una malattia con cui convivere per un ""ipotetico"" resto della vita. Credo siano persone assolutamente normali con una patologia che potrebbe accadere a qualsiasi persona ma anche ho capito che una persona sotto terapia è una cosa molto diversa a una non diagnosticata. Il mio stile di vita non è cambiato tanto, credo sia una malattia molto più pesante dal punto di vista psicologico di quello fisico, perchè la malattia o virus puoi tenerla sotto controllo ma è in testa, lo stigma della malattia e come la società vede questa malattia quando ci sono malattie molto più gravi di questa.",generalizzazioneX21+opinioneX16+specificazioneX19+opinioneX56+commentoX33,Come descriverebbe un “malato di AIDS”?,descrizione,"['Sono stato diagnosticato circa due mesi fa, e ancora non avrei una forma o DESCRIZIONE precisa di un ""malato di AIDS"".', "" Per quello che ho capito (e voglio credere) è che oggi la malattia ha un'altra faccia, \n"", 'cioè non è più una malattia mortale, ma una malattia con cui convivere per un ""ipotetico"" resto della vita.\n', 'Credo siano persone assolutamente normali con una patologia che potrebbe accadere a qualsiasi persona ma anche ho capito che una persona sotto terapia è una cosa molto diversa a una non diagnosticata. Il mio stile di vita non è cambiato tanto, credo sia una malattia molto più pesante dal punto di vista psicologico di quello fisico, \n', 'perchè la malattia o virus puoi tenerla sotto controllo ma è in testa, lo stigma della malattia e come la società vede questa malattia quando ci sono malattie molto più gravi di questa.\n']"
