TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr-altri-deten,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"attr-i-deten, gli avvocati e il person-del-carc",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,il tv-abb-in-cella,NON RISPOSTA,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non so,sancire,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dopo-molto-tempo passato in-carc, sappiamo-tutto 

",sancire,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",sancire,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"l-ho-sent-dire in-giro 
",DESCRIZIONE,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-operatori (soprattutto-educ) e comp-deten.,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"molta-assistenza da-parte-del-sert, nella-prig 
",NON RISPOSTA,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosc-info per-esp all-int-del carcere, gli-studi e le info che ho-av dai-deten 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"nel-centro-rieduc, da-varie-pers e tr-la-tv. 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent di pers-che-parlano,GENERALIZZAZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-so-perche ho-delle-personali e dagli-educ,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ci-hanno-spiegat tante-pers, come i-volontari",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-chiesto-a-comp cosa c' era dentro,DESCRIZIONE,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-lo-ha-detto mio-marito c
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,me-l-hanno-detto gli operatori e le comp,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lav-all-int dell ist-di-pena d,DESCRIZIONE,SPECIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,seguo-la-scuola,DESCRIZIONE,SPECIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-i-comp-di-cella, parl-uno-con-l-altro",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ci-avvisano gli agenti-poliz-penit,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,io ho parl-con l' ispettore del-carc,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le-circostanze ci-informano.,COMMENTO,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,educ,GENERALIZZAZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,so che ci-sono altre-pers-le-fan,DESCRIZIONE,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-altri-deten,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
",DESCRIZIONE,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo da un deten-lav-come-scriv,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo dal deten-lav-come-scriv,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-sent,GENERALIZZAZIONE,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,valida,NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche li-ho-letti nei-libri,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"xche-ci-sono i deten-che-conosco che lo-fanno 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,valida,NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,avuto-l-info dell' esp-del-carc,GENERALIZZAZIONE,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-vedo,sancire,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-le-esp dell-istituto,GENERALIZZAZIONE,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono in-carc,NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"il lav-all-int-della prigione 

",NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-e-per-tutta la-gente,NON RISPOSTA,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosciuto l' opport-rieduc da-alcuni-deten,GIUSTIFICAZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche da-qu-sn-entr in-questo-carc non-capivo-niente di com-veng-ins-reg,GIUSTIFICAZIONE,GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosciuto dell' esistenza dell' opport-rieduc che ho-segnato con una crocetta attr-i-libri,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"gli annunci oppure attr-vecc-deten 
",DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-gli-agenti-penit,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,facendo-la-domanda,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-mi-hanno-off niente,sancire,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non-mi-hanno mai-chiesto se-ero-interessato e non-ci-informano su cosa-bisogna-fare, 
",SPECIFICAZIONE,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-gli-operatori,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"quelli-che-ci-sono nn-ries-cont-tut-det 
",sancire,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"attr-assist-volont
",VALUTAZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,e attr-sacerdote e-possibile-avere dei-colloqui,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,i comp mi-hanno-parl delle possib che esistono in-carc,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,essendo uno che vi-partecipa,DESCRIZIONE,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche le-ho-sempre-viste,sancire,sancire
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono poche-possib,GIUDIZIO,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-so che esiste ma di-questo ness-si-preocc-inf,CAUSA,CONTRAPPOSIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche siamo-stranieri 
",CAUSA,GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,niente,NON RISPOSTA,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,leggendo l ordinam-penit.,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-vissuto dur-espiaz-pena,DESCRIZIONE,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,leggendo l' ordinam-penit,DESCRIZIONE,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche l-ho-visto-scritto nell' ordinam-del-penit 
",DESCRIZIONE,DESCRIZIONE
