,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
269,269,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"Adeguato,",giudizio,J,AG,"('red', 3, 1)",red,"Adeguato,",red,giudizio
272,272,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"Adeguato,",giudizio,J,AG,"('red', 3, 1)",red,"Adeguato,",red,giudizio
281,281,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,Fondamentale,giudizio,J,AG,"('red', 3, 1)",red,Fondamentale,red,giudizio
294,294,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,L'obiettivo è quello di custodia e riabilitazione di persone aventi diagnosi psichiatrica in seguito a violazioni del Codice Penale.,descrizione,J,AG,"('green', 0, 1)",green,L'obiettivo è quello di custodia e riabilitazione di persone aventi diagnosi psichiatrica in seguito a violazioni del Codice Penale.,green,descrizione
295,295,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,L'obiettivo delle REMS dovrebbe essere quello di far scontare la pena giudiziaria assegnata e la riabilitazione attraverso un lavoro di equipe.,descrizione,J,AG,"('green', 0, 1)",green,L'obiettivo delle REMS dovrebbe essere quello di far scontare la pena giudiziaria assegnata e la riabilitazione attraverso un lavoro di equipe.,green,descrizione
296,296,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,L'obiettivo primario si basa su una effettiva riabilitazione psicosociale del paziente psichiatrico autore di reato e mira al rientro del soggetto sul territorio.,descrizione,J,AG,"('green', 0, 1)",green,L'obiettivo primario si basa su una effettiva riabilitazione psicosociale del paziente psichiatrico autore di reato e mira al rientro del soggetto sul territorio.,green,descrizione
297,297,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"L'obiettivo principale è la ""ripartenza"" per l'utente verso un percorso terapeutico-riabilitativo che possa consentire un reinserimento il più possibile all'interno della società.",descrizione,J,AG,"('green', 0, 1)",green,"L'obiettivo principale è la ""ripartenza"" per l'utente verso un percorso terapeutico-riabilitativo che possa consentire un reinserimento il più possibile all'interno della società.",green,descrizione
298,298,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,La REMS è un primo step ne devono seguire indubbiamente altri.,giudizio,J,AG,"('red', 3, 1)",red,La REMS è un primo step ne devono seguire indubbiamente altri.,red,giudizio
300,300,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"L'obiettivo è far sì che persone che abbiano commesso reato possano tornare nel loro ambiente, dare la POSSIBILITA, anche a chi ha commesso reati meno importanti, di ricevere cure adeguate per far ritorno nel proprio tessuto sociale.",descrizione,J,AG,"('green', 0, 1)",green,"L'obiettivo è far sì che persone che abbiano commesso reato possano tornare nel loro ambiente, dare la POSSIBILITA, anche a chi ha commesso reati meno importanti, di ricevere cure adeguate per far ritorno nel proprio tessuto sociale.",green,descrizione
305,305,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"L'obiettivo è la cura e la riabilitazione dei pazienti psichiatrici autori di reato finalizzati al reinserimento sociale e in un contesto di sicurezza, ma in termini di sicurezza della cura.",descrizione,J,AG,"('green', 0, 1)",green,"L'obiettivo è la cura e la riabilitazione dei pazienti psichiatrici autori di reato finalizzati al reinserimento sociale e in un contesto di sicurezza, ma in termini di sicurezza della cura.",green,descrizione
308,308,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"Seguire con attenzione la persona, instaurare con essa un rapporto interpersonale, analizzare i suoi bisogni di salute, valutare l'adeguatezza e l'efficacia degli interventi erogati.",descrizione,J,AG,"('green', 0, 1)",green,"Seguire con attenzione la persona, instaurare con essa un rapporto interpersonale, analizzare i suoi bisogni di salute, valutare l'adeguatezza e l'efficacia degli interventi erogati.",green,descrizione
309,309,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,La valutazione e rivalutazione attraverso colloqui individuali o con servizi territoriali o con famigliari del quadro clinico e e della sua evoluzione dall'ingresso alla dimissione dell'utente.,descrizione,J,AG,"('green', 0, 1)",green,La valutazione e rivalutazione attraverso colloqui individuali o con servizi territoriali o con famigliari del quadro clinico e e della sua evoluzione dall'ingresso alla dimissione dell'utente.,green,descrizione
314,314,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,e spesso il lavoro più grosso è quello di costruire una relazione di fiducia con chi ha sempre vissuto ai margini e non vede prospettive diverse.,giudizio,J,AG,"('red', 3, 1)",red,e spesso il lavoro più grosso è quello di costruire una relazione di fiducia con chi ha sempre vissuto ai margini e non vede prospettive diverse.,red,giudizio
320,320,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"Un intervento fondamentale volto alla stabilizzazione farmacologica e psicologica del paziente. Cercando di sfruttare le competenze e le capacità dei pazienti,",descrizione,J,AG,"('green', 0, 1)",green,"Un intervento fondamentale volto alla stabilizzazione farmacologica e psicologica del paziente. Cercando di sfruttare le competenze e le capacità dei pazienti,",green,descrizione
325,325,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,Appropriato,giudizio,J,AG,"('red', 3, 1)",red,Appropriato,red,giudizio
326,326,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,Appropriato,giudizio,J,AG,"('red', 3, 1)",red,Appropriato,red,giudizio
327,327,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,Intensivo e integrato,giudizio,J,AG,"('red', 3, 1)",red,Intensivo e integrato,red,giudizio
350,350,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Pregavo spesso, andavo a messa tutti i giorni e mi divertivo con la gente reietta.",descrizione,J,AG,"('green', 0, 1)",green,"Pregavo spesso, andavo a messa tutti i giorni e mi divertivo con la gente reietta.",green,descrizione
352,352,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,Mi trascuravo molto ma altri giorni mi vestivo in maniera eccentrica. Ero un po' sbilanciato.,giudizio,J,AG,"('red', 3, 1)",red,Mi trascuravo molto ma altri giorni mi vestivo in maniera eccentrica. Ero un po' sbilanciato.,red,giudizio
356,356,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Successivamente nel 2013/14 brigadiere Marinelli della caserma di Acquaviva Picena, mi fu fatta firmare una notifica proveniente da Acquasanta Terme dove tale Paolo Famacci si era suicidato",descrizione,J,AG,"('green', 0, 1)",green,"Successivamente nel 2013/14 brigadiere Marinelli della caserma di Acquaviva Picena, mi fu fatta firmare una notifica proveniente da Acquasanta Terme dove tale Paolo Famacci si era suicidato",green,descrizione
358,358,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Datosi che mia sorella M. Grazia teneva in casa qualche bestiola, io alla sera li facevo uscire per far fare loro i bisogni, in seguito a ciò fui ricoverato in Ospedale nel reparto Psichiatria.",descrizione,J,AG,"('green', 0, 1)",green,"Datosi che mia sorella M. Grazia teneva in casa qualche bestiola, io alla sera li facevo uscire per far fare loro i bisogni, in seguito a ciò fui ricoverato in Ospedale nel reparto Psichiatria.",green,descrizione
359,359,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,Ci metto 1 sola parola o aggettivo ed è la verità: brillante.,giudizio,J,AG,"('red', 3, 1)",red,Ci metto 1 sola parola o aggettivo ed è la verità: brillante.,red,giudizio
361,361,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,La mia vita prima di entrare in questa struttura proseguiva normalmente,giudizio,J,AG,"('red', 3, 1)",red,La mia vita prima di entrare in questa struttura proseguiva normalmente,red,giudizio
364,364,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Si può dire che avevo uno stile di vita sano, leggevo molto e avevo molti contatti con la società, ero circondato da amici e svolgevo lavori di qualsiasi genere avendo in mente sempre di continuare gli studi universitari.",descrizione,J,AG,"('green', 0, 1)",green,"Si può dire che avevo uno stile di vita sano, leggevo molto e avevo molti contatti con la società, ero circondato da amici e svolgevo lavori di qualsiasi genere avendo in mente sempre di continuare gli studi universitari.",green,descrizione
367,367,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,Ho avuto un'infanzia di inferno per finire in un'adolescenza ancora peggiore.,giudizio,J,AG,"('red', 3, 1)",red,Ho avuto un'infanzia di inferno per finire in un'adolescenza ancora peggiore.,red,giudizio
373,373,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"La maggior parte degli utenti non ha chiari gli obiettivi della struttura e la descrive soprattutto come un carcere, un luogo dove ""scontare"" una pena per un reato di cui spesso non si sentono colpevoli.",descrizione,J,AG,"('green', 0, 1)",green,"La maggior parte degli utenti non ha chiari gli obiettivi della struttura e la descrive soprattutto come un carcere, un luogo dove ""scontare"" una pena per un reato di cui spesso non si sentono colpevoli.",green,descrizione
375,375,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Talvolta, anzi quasi sempre, è questo il compito più importante per noi operatori.",giudizio,J,AG,"('red', 3, 1)",red,"Talvolta, anzi quasi sempre, è questo il compito più importante per noi operatori.",red,giudizio
378,378,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Gli internati che sono alla fine della pena con posizione giuridica definitiva, provenienti quindi da molti anni di istituzionalizzazione, vivono questo percorso con la speranza di ritornare a casa e quindi di godere della libertà",descrizione,J,AG,"('green', 0, 1)",green,"Gli internati che sono alla fine della pena con posizione giuridica definitiva, provenienti quindi da molti anni di istituzionalizzazione, vivono questo percorso con la speranza di ritornare a casa e quindi di godere della libertà",green,descrizione
380,380,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Altri vivono tale percorso demotivati e demoralizzati perché il loro percorso giudiziario è ancora lungo poiché ancora provvisori. Ognuno di loro vive le giornate e la quotidianità in modo diverso, alternando momenti di serenità a momenti cupi, di sconforto.",descrizione,J,AG,"('green', 0, 1)",green,"Altri vivono tale percorso demotivati e demoralizzati perché il loro percorso giudiziario è ancora lungo poiché ancora provvisori. Ognuno di loro vive le giornate e la quotidianità in modo diverso, alternando momenti di serenità a momenti cupi, di sconforto.",green,descrizione
382,382,Come pensa che un utente descriverebbe il servizio che viene erogato?,descrizione,"Nei periodi di compenso psico-patologico la maggior parte degli utenti riconosce l’importanza della permanenza in struttura, quindi la qualità del servizio erogatogli.",giudizio,J,AG,"('red', 3, 1)",red,"Nei periodi di compenso psico-patologico la maggior parte degli utenti riconosce l’importanza della permanenza in struttura, quindi la qualità del servizio erogatogli.",red,giudizio
