,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
99,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,lav-all-est dell' istituto per-regol-docum e garant-mio-futuro istruzione per-avere-un-esp l' attiv-culturale amo-la-cultura e amo-lo-sport chiedo-l-aiuto alle-pers-esterne,non risposta,S,RD,"('red', 3, 1)",red,lav-all-est dell' istituto per-regol-docum e garant-mio-futuro istruzione per-avere-un-esp l' attiv-culturale amo-la-cultura e amo-lo-sport chiedo-l-aiuto alle-pers-esterne,red,non risposta,True,1,False
100,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,mi-hanno-detto,specificazione,S,RD,"('yellow', 1, 1)",yellow,mi-hanno-detto,yellow,specificazione,red,causa,False
101,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-appreso queste-info tr-tv, tr-assist-soc, tr-volontariato",non risposta,S,RD,"('red', 3, 1)",red,"ho-appreso queste-info tr-tv, tr-assist-soc, tr-volontariato",red,non risposta,False,0,False
102,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,mi-ha-detto qualcuno,giudizio,S,RD,"('red', 3, 1)",red,mi-ha-detto qualcuno,red,giudizio,False,0,False
103,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,sono da-poco-in-carc e quello-che-ho capito e xche-m-piac-leg e conosco uno-lavora-in-bibl,non risposta,S,RD,"('red', 3, 1)",red,sono da-poco-in-carc e quello-che-ho capito e xche-m-piac-leg e conosco uno-lavora-in-bibl,red,non risposta,False,0,False
104,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ho-fatto tanta-scuola qui-dentro alcune-cose che fanno nella-vita-norm io le-so-gia ma ci-vuole-del-tempo,non risposta,S,RD,"('red', 3, 1)",red,ho-fatto tanta-scuola qui-dentro alcune-cose che fanno nella-vita-norm io le-so-gia ma ci-vuole-del-tempo,red,non risposta,True,1,False
105,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"comp-di-cella 
",giudizio,S,RD,"('red', 3, 1)",red,"comp-di-cella 
",red,giudizio,False,0,False
106,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"xche-lo-so queste-cose in-carc 
",giudizio,S,RD,"('red', 3, 1)",red,"xche-lo-so queste-cose in-carc 
",red,giudizio,False,0,False
107,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"xche-lo-so che queste-cose in-carc 
",commento,S,RD,"('red', 3, 1)",red,"xche-lo-so che queste-cose in-carc 
",red,commento,False,0,False
108,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"con-la-pratica 
",commento,S,RD,"('red', 3, 1)",red,"con-la-pratica 
",red,commento,False,0,False
109,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dai propri-connazion e da-tv 
",descrizione,S,RD,"('green', 0, 1)",green,"dai propri-connazion e da-tv 
",green,descrizione,False,0,False
110,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,con un avviso nella-sezione sono-riusc-a-sapere le seguenti opport-trattam,commento,S,RD,"('red', 3, 1)",red,con un avviso nella-sezione sono-riusc-a-sapere le seguenti opport-trattam,red,commento,False,0,False
111,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ho-av-l-info da (amici),descrizione,S,RD,"('green', 0, 1)",green,ho-av-l-info da (amici),green,descrizione,False,0,False
112,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ho-visto dentro un-altro,specificazione,S,RD,"('yellow', 1, 1)",yellow,ho-visto dentro un-altro,yellow,specificazione,False,0,False
113,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ho-saputo da-altri-imputati,descrizione,S,RD,"('green', 0, 1)",green,ho-saputo da-altri-imputati,green,descrizione,False,0,False
114,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,che sono-stati in-altri,commento,S,RD,"('red', 3, 1)",red,che sono-stati in-altri,red,commento,False,0,False
115,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,li-ho nei manifesti,giustificazione,S,RD,"('red', 4, 1)",red,li-ho nei manifesti,red,giustificazione,True,1,False
116,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tutti i trattam-rieduc che noi conosciamo possiamo-ringr al direttore del-carc,descrizione,S,RD,"('green', 0, 1)",green,tutti i trattam-rieduc che noi conosciamo possiamo-ringr al direttore del-carc,green,descrizione,False,0,False
117,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"che si 
e sempre dimostrato molto int-al-beness di-noi,",sancire,S,RD,"('red', 1, 0)",red,"che si 
e sempre dimostrato molto int-al-beness di-noi,",red,sancire,False,0,False
118,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ed anche alla coll-person-peni
",descrizione,S,RD,"('green', 0, 1)",green,"ed anche alla coll-person-peni
",green,descrizione,False,0,False
119,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,perche e-molto-normale qui,giustificazione,S,RD,"('red', 4, 1)",red,perche e-molto-normale qui,red,giustificazione,False,0,False
120,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,l' unico-cont che ho con-l-esterno sono le telefonate,descrizione,S,RD,"('green', 0, 1)",green,l' unico-cont che ho con-l-esterno sono le telefonate,green,descrizione,False,0,False
121,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"in-primo-luogo, l' unico-mezzo che ho per mantenere-il-cont con-mondo-esterno sono le lettere",descrizione,S,RD,"('green', 0, 1)",green,"in-primo-luogo, l' unico-mezzo che ho per mantenere-il-cont con-mondo-esterno sono le lettere",green,descrizione,True,1,False
122,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,attr le pers-gia-st-deten,non risposta,S,RD,"('red', 3, 1)",red,attr le pers-gia-st-deten,red,non risposta,True,1,False
123,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,le ho-conosciute attr-le-norme dell-istituto,non risposta,S,RD,"('red', 3, 1)",red,le ho-conosciute attr-le-norme dell-istituto,red,non risposta,False,0,False
124,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"nell-ist-penit-spag seguivo-corso-univ
",non risposta,S,RD,"('red', 3, 1)",red,"nell-ist-penit-spag seguivo-corso-univ
",red,non risposta,False,0,False
125,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria,non risposta,S,RD,"('red', 3, 1)",red,dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria,red,non risposta,False,0,False
126,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,rapp-con-i-parenti sono molto importanti,non risposta,S,RD,"('red', 3, 1)",red,rapp-con-i-parenti sono molto importanti,red,non risposta,False,0,False
127,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro,non risposta,S,RD,"('red', 3, 1)",red,nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro,red,non risposta,False,0,False
128,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig,non risposta,S,RD,"('red', 3, 1)",red,dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig,red,non risposta,False,0,False
129,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi,non risposta,S,RD,"('red', 3, 1)",red,cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi,red,non risposta,False,0,False
130,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tra le tante-cose, tutto-ci? rende il trattam-rieduc-obsol,non risposta,S,RD,"('red', 3, 1)",red,tra le tante-cose, tutto-ci? rende il trattam-rieduc-obsol,True,1,False
131,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"io ho-lavorato, vado-in-chiesa",non risposta,S,RD,"('red', 3, 1)",red,"io ho-lavorato, vado-in-chiesa",red,non risposta,False,0,False
132,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"perche ho-frequentato le opport-trattam segnate, 
",descrizione,S,RD,"('green', 0, 1)",green,"perche ho-frequentato le opport-trattam segnate, 
",green,descrizione,True,1,False
133,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per-esempio: i colloqui, la chiesa, eccetera",specificazione,S,RD,"('yellow', 1, 1)",yellow,"per-esempio: i colloqui, la chiesa, eccetera",yellow,specificazione,True,1,False
134,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,alcune le ho-conosciute qui-dentro,descrizione,S,RD,"('green', 0, 1)",green,alcune le ho-conosciute qui-dentro,green,descrizione,False,0,False
135,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"esp di tutto-questo; esp che si-impara a vivere in un-altro-mondo che e questo, mondo-segreto
",non risposta,S,RD,"('red', 3, 1)",red,"esp di tutto-questo; esp che si-impara a vivere in un-altro-mondo che e questo, mondo-segreto
",red,non risposta,False,0,False
136,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,penso-che sia qualcosa di-molto buono,non risposta,S,RD,"('red', 3, 1)",red,penso-che sia qualcosa di-molto buono,red,non risposta,True,1,False
137,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,non risposta,S,RD,"('red', 3, 1)",red,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,red,non risposta,False,0,False
138,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,attr-altri-deten,descrizione,S,RD,"('green', 0, 1)",green,attr-altri-deten,green,descrizione,False,0,False
139,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"attr-i-deten, gli avvocati e il person-del-carc",descrizione,S,RD,"('green', 0, 1)",green,"attr-i-deten, gli avvocati e il person-del-carc",green,descrizione,False,0,False
140,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",non risposta,S,RD,"('red', 3, 1)",red,"mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",red,non risposta,False,0,False
141,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,il tv-abb-in-cella,non risposta,S,RD,"('red', 3, 1)",red,il tv-abb-in-cella,red,non risposta,False,0,False
142,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,non so,sancire,S,RD,"('red', 1, 0)",red,non so,red,sancire,False,0,False
