,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
135,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"esp di tutto-questo; esp che si-impara a vivere in un-altro-mondo che e questo, mondo-segreto
",NON RISPOSTA,NON RISPOSTA
136,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,penso-che sia qualcosa di-molto buono,NON RISPOSTA,GIUDIZIO
137,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,NON RISPOSTA,COMMENTO
138,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr-altri-deten,DESCRIZIONE,DESCRIZIONE
139,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"attr-i-deten, gli avvocati e il person-del-carc",DESCRIZIONE,DESCRIZIONE
140,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",NON RISPOSTA,NON RISPOSTA
141,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,il tv-abb-in-cella,NON RISPOSTA,DESCRIZIONE
142,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non so,sancire,sancire
143,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dopo-molto-tempo passato in-carc, sappiamo-tutto 

",sancire,sancire
144,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",sancire,COMMENTO
145,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"l-ho-sent-dire in-giro 
",DESCRIZIONE,GENERALIZZAZIONE
146,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-operatori (soprattutto-educ) e comp-deten.,DESCRIZIONE,DESCRIZIONE
147,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO,GIUDIZIO
148,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"molta-assistenza da-parte-del-sert, nella-prig 
",NON RISPOSTA,COMMENTO
149,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,DESCRIZIONE,DESCRIZIONE
150,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosc-info per-esp all-int-del carcere, gli-studi e le info che ho-av dai-deten 
",DESCRIZIONE,DESCRIZIONE
151,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE,DESCRIZIONE
152,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE,DESCRIZIONE
153,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"nel-centro-rieduc, da-varie-pers e tr-la-tv. 
",DESCRIZIONE,DESCRIZIONE
154,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent di pers-che-parlano,GENERALIZZAZIONE,DESCRIZIONE
155,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-so-perche ho-delle-personali e dagli-educ,DESCRIZIONE,DESCRIZIONE
156,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ci-hanno-spiegat tante-pers, come i-volontari",DESCRIZIONE,DESCRIZIONE
157,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-chiesto-a-comp cosa c' era dentro,DESCRIZIONE,NON RISPOSTA
158,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-lo-ha-detto mio-marito c
",DESCRIZIONE,DESCRIZIONE
159,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,me-l-hanno-detto gli operatori e le comp,DESCRIZIONE,DESCRIZIONE
160,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",DESCRIZIONE,DESCRIZIONE
161,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lav-all-int dell ist-di-pena d,DESCRIZIONE,SPECIFICAZIONE
162,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE,DESCRIZIONE
163,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,seguo-la-scuola,DESCRIZIONE,SPECIFICAZIONE
164,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE,DESCRIZIONE
165,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-i-comp-di-cella, parl-uno-con-l-altro",DESCRIZIONE,DESCRIZIONE
166,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ci-avvisano gli agenti-poliz-penit,DESCRIZIONE,DESCRIZIONE
167,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,io ho parl-con l' ispettore del-carc,DESCRIZIONE,DESCRIZIONE
168,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
169,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
170,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le-circostanze ci-informano.,COMMENTO,COMMENTO
171,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,educ,GENERALIZZAZIONE,DESCRIZIONE
172,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,so che ci-sono altre-pers-le-fan,DESCRIZIONE,sancire
173,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-altri-deten,DESCRIZIONE,DESCRIZIONE
174,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
",DESCRIZIONE,NON RISPOSTA
175,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,DESCRIZIONE,DESCRIZIONE
176,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo da un deten-lav-come-scriv,DESCRIZIONE,DESCRIZIONE
177,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo dal deten-lav-come-scriv,DESCRIZIONE,DESCRIZIONE
178,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-sent,GENERALIZZAZIONE,GENERALIZZAZIONE
179,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,valida,NON RISPOSTA,NON RISPOSTA
180,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche li-ho-letti nei-libri,DESCRIZIONE,DESCRIZIONE
181,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"xche-ci-sono i deten-che-conosco che lo-fanno 
",DESCRIZIONE,DESCRIZIONE
182,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,valida,NON RISPOSTA,NON RISPOSTA
183,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,avuto-l-info dell' esp-del-carc,GENERALIZZAZIONE,GENERALIZZAZIONE
184,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-vedo,sancire,NON RISPOSTA
185,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-le-esp dell-istituto,GENERALIZZAZIONE,GENERALIZZAZIONE
186,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono in-carc,NON RISPOSTA,NON RISPOSTA
187,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"il lav-all-int-della prigione 

",NON RISPOSTA,NON RISPOSTA
188,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-e-per-tutta la-gente,NON RISPOSTA,COMMENTO
189,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosciuto l' opport-rieduc da-alcuni-deten,GIUSTIFICAZIONE,DESCRIZIONE
190,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche da-qu-sn-entr in-questo-carc non-capivo-niente di com-veng-ins-reg,GIUSTIFICAZIONE,GIUSTIFICAZIONE
191,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-conosciuto dell' esistenza dell' opport-rieduc che ho-segnato con una crocetta attr-i-libri,DESCRIZIONE,DESCRIZIONE
192,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"gli annunci oppure attr-vecc-deten 
",DESCRIZIONE,DESCRIZIONE
193,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-gli-agenti-penit,DESCRIZIONE,DESCRIZIONE
194,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,facendo-la-domanda,DESCRIZIONE,DESCRIZIONE
195,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-mi-hanno-off niente,sancire,sancire
196,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non-mi-hanno mai-chiesto se-ero-interessato e non-ci-informano su cosa-bisogna-fare, 
",SPECIFICAZIONE,sancire
197,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-gli-operatori,DESCRIZIONE,DESCRIZIONE
198,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"quelli-che-ci-sono nn-ries-cont-tut-det 
",sancire,sancire
199,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"attr-assist-volont
",VALUTAZIONE,DESCRIZIONE
200,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,e attr-sacerdote e-possibile-avere dei-colloqui,DESCRIZIONE,DESCRIZIONE
201,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,i comp mi-hanno-parl delle possib che esistono in-carc,DESCRIZIONE,DESCRIZIONE
202,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,essendo uno che vi-partecipa,DESCRIZIONE,sancire
203,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche le-ho-sempre-viste,sancire,sancire
204,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono poche-possib,GIUDIZIO,GIUDIZIO
205,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,lo-so che esiste ma di-questo ness-si-preocc-inf,CAUSA,CONTRAPPOSIZIONE
206,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche siamo-stranieri 
",CAUSA,GIUSTIFICAZIONE
207,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,niente,NON RISPOSTA,NON RISPOSTA
