,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCI SENIOR,DENOMINAZIONE
159,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lo-so-perche ho-delle-personali e dagli-educ,,DESCRIZIONE
160,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ci-hanno-spiegat tante-pers, come i-volontari",,DESCRIZIONE
161,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-chiesto-a-comp cosa c' era dentro,,DESCRIZIONE
162,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"me-lo-ha-detto mio-marito c
",,DESCRIZIONE
163,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,me-l-hanno-detto gli operatori e le comp,,DESCRIZIONE
164,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",,DESCRIZIONE
165,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv","lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE
166,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
167,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
168,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
169,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-i-comp-di-cella, parl-uno-con-l-altro",,DESCRIZIONE
170,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ci-avvisano gli agenti-poliz-penit,,DESCRIZIONE
171,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,io ho parl-con l' ispettore del-carc,,DESCRIZIONE
172,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten.,,DESCRIZIONE
173,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten.,,DESCRIZIONE
174,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le-circostanze ci-informano.,,COMMENTO
175,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,educ,,GENERALIZZAZIONE
176,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,so che ci-sono altre-pers-le-fan,,DESCRIZIONE
177,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-altri-deten,,DESCRIZIONE
178,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
",,DESCRIZIONE
179,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,,DESCRIZIONE
180,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-saputo da un deten-lav-come-scriv,,DESCRIZIONE
181,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-saputo dal deten-lav-come-scriv,,DESCRIZIONE
182,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,l-ho-sent,,GENERALIZZAZIONE
183,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,valida,,NON RISPOSTA
184,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche li-ho-letti nei-libri,,DESCRIZIONE
185,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"xche-ci-sono i deten-che-conosco che lo-fanno 
",,DESCRIZIONE
186,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,valida,,NON RISPOSTA
187,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,avuto-l-info dell' esp-del-carc,,GENERALIZZAZIONE
188,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lo-vedo,,SANCIRE LA REALTÀ
189,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-le-esp dell-istituto,,GENERALIZZAZIONE
190,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,sono in-carc,,NON RISPOSTA
191,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"il lav-all-int-della prigione non-e-per-tutta la-gente

",il lav-all-int-della prigione non-e-per-tutta la-gente,NON RISPOSTA
192,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,NON RISPOSTA
193,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-conosciuto l' opport-rieduc da-alcuni-deten perche da-qu-sn-entr in-questo-carc non-capivo-niente di com-veng-ins-reg,"ho-conosciuto l' opport-rieduc da-alcuni-deten
perche da-qu-sn-entr in-questo-carc non-capivo-niente di com-veng-ins-reg",GIUSTIFICAZIONE
194,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,GIUSTIFICAZIONE
195,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-conosciuto dell' esistenza dell' opport-rieduc che ho-segnato con una crocetta attr-i-libri gli annunci oppure attr-vecc-deten ,,DESCRIZIONE
196,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
197,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-gli-agenti-penit,,DESCRIZIONE
198,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,facendo-la-domanda,,DESCRIZIONE
199,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non-mi-hanno-off niente,,SANCIRE LA REALTÀ
200,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"non-mi-hanno mai-chiesto se-ero-interessato e non-ci-informano su cosa-bisogna-fare, 
",,SPECIFICAZIONE
201,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-gli-operatori,,DESCRIZIONE
202,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"quelli-che-ci-sono nn-ries-cont-tut-det 
",,SANCIRE LA REALTÀ
203,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"attr-assist-volont e attr-sacerdote e-possibile-avere dei-colloqui
",,VALUTAZIONE
204,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
205,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,i comp mi-hanno-parl delle possib che esistono in-carc,,DESCRIZIONE
206,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,essendo uno che vi-partecipa,,DESCRIZIONE
207,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche le-ho-sempre-viste,,SANCIRE LA REALTÀ
208,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,sono poche-possib,,GIUDIZIO
209,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lo-so che esiste ma di-questo ness-si-preocc-inf perche siamo-stranieri ,lo-so che esiste ma di-questo ness-si-preocc-inf perche siamo-stranieri ,CAUSA
210,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,CAUSA
211,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,niente,,NON RISPOSTA
212,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,leggendo l ordinam-penit.,,DESCRIZIONE
213,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,l-ho-vissuto dur-espiaz-pena,,DESCRIZIONE
214,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,leggendo l' ordinam-penit,,DESCRIZIONE
215,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"perche l-ho-visto-scritto nell' ordinam-del-penit 
",,DESCRIZIONE
216,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,xche-ho-fatto-i-corsi,,DESCRIZIONE
217,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dai-deten,,DESCRIZIONE
218,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-altri-deten.,,DESCRIZIONE
219,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,parlando con i agenti-poliz-penit,,DESCRIZIONE
220,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dialogando con la poliz-penit,,DESCRIZIONE
221,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"la possib e stata per-m-lung-temp-det
",,NON RISPOSTA
222,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche le-ho-fatte,,SANCIRE LA REALTÀ
223,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"solamente per le relaz-con-famig e l avvocato 
",,SANCIRE LA REALTÀ
224,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr i miei-studi nella-scuola-sup e i diritti che ogni-essere-umano ha in-quals-parte-mondo 
",,COMMENTO
225,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"la prima xche-lavoro;
la (2) perche l-ho-sen da-un-comp da-un-comp;
(3) tr-lettera;
(4) xche-faccio-sport;
5) perche il mio-consolato mi-fa-visita;
6) perche sono-stato-li in 3 occasioni","la prima xche-lavoro;
la (2) perche l-ho-sen da-un-comp da-un-comp;
(3) tr-lettera;
(4) xche-faccio-sport;
5) perche il mio-consolato mi-fa-visita;
6) perche sono-stato-li in 3 occasioni",DESCRIZIONE
