,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCIO JUNIOR,DENOMINAZIONE
128,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"nell-ist-penit-spag seguivo-corso-univ
",DESCRIZIONE
129,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria,NON RISPOSTA
130,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,rapp-con-i-parenti sono molto importanti,GIUDIZIO
131,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro,NON RISPOSTA
132,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig,NON RISPOSTA
133,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi,GIUDIZIO
134,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,GIUDIZIO
135,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"io ho-lavorato, vado-in-chiesa",NON RISPOSTA
136,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"perche ho-frequentato le opport-trattam segnate, 
",DESCRIZIONE
137,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"per-esempio: i colloqui, la chiesa, eccetera",SPECIFICAZIONE
138,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,alcune le ho-conosciute qui-dentro,DESCRIZIONE
139,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"esp di tutto-questo; esp che si-impara a vivere in un-altro-mondo che e questo, mondo-segreto
",NON RISPOSTA
140,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,penso-che sia qualcosa di-molto buono,GIUDIZIO
141,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,COMMENTO
142,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,attr-altri-deten,attr-altri-deten,DESCRIZIONE
143,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"attr-i-deten, gli avvocati e il person-del-carc","attr-i-deten, gli avvocati e il person-del-carc",DESCRIZIONE
144,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mantengo-relazione con-la-mia-famig attr-le-lettere; il tv-abb-in-cella
","mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",NON RISPOSTA
145,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,il tv-abb-in-cella,DESCRIZIONE
146,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non so,non so,SANCIRE LA REALTÀ
147,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi","dopo-molto-tempo passato in-carc, sappiamo-tutto 

",SANCIRE LA REALTÀ
148,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",COMMENTO
149,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l-ho-sent-dire in-giro 
","l-ho-sent-dire in-giro 
",GENERALIZZAZIONE
150,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-operatori (soprattutto-educ) e comp-deten. tutto-il-person (direttore, comandante) e-molto-disponibile",tr-operatori (soprattutto-educ) e comp-deten.,DESCRIZIONE
151,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO
152,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"molta-assistenza da-parte-del-sert, nella-prig 
","molta-assistenza da-parte-del-sert, nella-prig 
",COMMENTO
153,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,DESCRIZIONE
154,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-conosc-info per-esp all-int-del carcere, gli-studi e le info che ho-av dai-deten 
","ho-conosc-info per-esp all-int-del carcere, gli-studi e le info che ho-av dai-deten 
",DESCRIZIONE
155,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
","ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE
156,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
","ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE
157,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"nel-centro-rieduc, da-varie-pers e tr-la-tv. 
","nel-centro-rieduc, da-varie-pers e tr-la-tv. 
",DESCRIZIONE
158,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent di pers-che-parlano,ho-sent di pers-che-parlano,DESCRIZIONE
159,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lo-so-perche ho-delle-personali e dagli-educ,lo-so-perche ho-delle-personali e dagli-educ,DESCRIZIONE
160,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ci-hanno-spiegat tante-pers, come i-volontari","ci-hanno-spiegat tante-pers, come i-volontari",DESCRIZIONE
161,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-chiesto-a-comp cosa c' era dentro,ho-chiesto-a-comp cosa c' era dentro,NON RISPOSTA
162,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"me-lo-ha-detto mio-marito c
","me-lo-ha-detto mio-marito c
",DESCRIZIONE
163,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,me-l-hanno-detto gli operatori e le comp,me-l-hanno-detto gli operatori e le comp,DESCRIZIONE
164,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
","le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",DESCRIZIONE
165,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",lav-all-int dell ist-di-pena d,SPECIFICAZIONE
166,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE
167,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,seguo-la-scuola,SPECIFICAZIONE
168,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,"c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE
169,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-i-comp-di-cella, parl-uno-con-l-altro","tr-i-comp-di-cella, parl-uno-con-l-altro",DESCRIZIONE
170,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ci-avvisano gli agenti-poliz-penit,ci-avvisano gli agenti-poliz-penit,DESCRIZIONE
171,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,io ho parl-con l' ispettore del-carc,io ho parl-con l' ispettore del-carc,DESCRIZIONE
172,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten.,dagli-altri-deten.,DESCRIZIONE
173,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten.,dagli-altri-deten.,DESCRIZIONE
174,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le-circostanze ci-informano.,le-circostanze ci-informano.,COMMENTO
175,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,educ,educ,DESCRIZIONE
176,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,so che ci-sono altre-pers-le-fan,so che ci-sono altre-pers-le-fan,SANCIRE LA REALTÀ
177,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr-altri-deten,tr-altri-deten,DESCRIZIONE
178,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
","ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
",NON RISPOSTA
179,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,DESCRIZIONE
180,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-saputo da un deten-lav-come-scriv,ho-saputo da un deten-lav-come-scriv,DESCRIZIONE
181,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-saputo dal deten-lav-come-scriv,ho-saputo dal deten-lav-come-scriv,DESCRIZIONE
182,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,l-ho-sent,l-ho-sent,GENERALIZZAZIONE
183,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,valida,valida,NON RISPOSTA
184,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche li-ho-letti nei-libri,perche li-ho-letti nei-libri,DESCRIZIONE
