,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
1995,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,009) molto_male,GIUDIZIO,GIUDIZIO
1362,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_lo_so.,GIUDIZIO,NON RISPOSTA
3103,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,obiettività fisica nella norma. Equilibrio psichico conservato,sancire,sancire
6880,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"farlavorare un italiano come me diplomato o comunque acculturato, come scrivono, ossia una figura che scrive lee domande degli stranieri e insegna un po’ po’ di italiano poi la scuola per insegnare meglio",DESCRIZIONE,DESCRIZIONE
7029,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"si, l' informazione e la conoscenza da entrambe le parti",DESCRIZIONE,DESCRIZIONE
5913,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
5528,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,non ci sono mai corsi di aggiornamento specifici,DESCRIZIONE,VALUTAZIONE
2984,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona con un giusto grado di equilibrio psicofisico,GIUDIZIO,GIUDIZIO
5988,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,riconosc_stato,sancire,sancire
3607,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"sinceramente non mi piace giudicare nessuno, ma se vedessi che la persona si sta sbagliando e si presentasse l'occasione, le darei consigli perché il mondo qui dentro, sinceramente, è molto difficile, è un modno totalmente a parte",GENERALIZZAZIONE,GENERALIZZAZIONE
7275,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mi_sentivo più giovane , più felice , più amabile e più sicuro ,",CONTRAPPOSIZIONE,GIUDIZIO
4940,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,funzionamento di tutto l' istituto. un buon direttore che ascolti i detenuti,DESCRIZIONE,DESCRIZIONE
4696,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"purtroppo ci sono alcune opportunit… di
trattt che non sono facili da raggiungere
ma alla_fine
con un po' di pazienza si pu• avere le cose
ragionevoli
",COMMENTO,GIUDIZIO
5156,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quanto vanno d_accordo con i caratteri,GIUDIZIO,GIUDIZIO
3571,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io le consiglierei di non ripeterlo più quel reato.,GENERALIZZAZIONE,GENERALIZZAZIONE
3263,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,in primo luogo non sono un'altra anche perché ciascuno di noi ha motivazioni diverse per il proprio errore,GENERALIZZAZIONE,GENERALIZZAZIONE
368,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosciuto l' opport rieduc,",sancire,GIUDIZIO
6169,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"segnalazione del medico_sert 
riunione tra i vari operatori 
decisione per la presa_carico",DESCRIZIONE,sancire
376,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono-a-conosc dagli assistenti,DESCRIZIONE,DESCRIZIONE
5220,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"ma di cercare di studiare, e di conoscere cosa potrà essere stato, a_mettere due o varie nazionalità uniti",VALUTAZIONE,VALUTAZIONE
6126,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"per il detenuto_straniero gli interventi da_parte_degli organi preposti all_interno_della struttura , sono simili a quelli offerti ai detenuti_ita",COMMENTO,COMMENTO
6988,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più civiltà da_parte_degli stranieri,GIUDIZIO,GIUDIZIO
3854,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,un povero detenuto in-piu,sancire,sancire
3944,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,poco-di-buono,GIUDIZIO,sancire
62,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosciuto l' opport-trattam che ho-segnato nella-dom-prec perche ho-av-l-esp come-straniero per 
8-anni-in-liberta e in-carc e 30-anni-sono-passati della-mia-vita 
",DESCRIZIONE,DESCRIZIONE
5235,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero un_bravo_ragazzo,DESCRIZIONE,GIUDIZIO
3266,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come un fuori legge,GIUDIZIO,GIUDIZIO
6050,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,oltre la disintossicazione non si va oltre .,COMMENTO,COMMENTO
6992,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei,NON RISPOSTA,NON RISPOSTA
2293,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,ho_sbagliato,GIUDIZIO,GIUDIZIO
885,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,io mi trovo bene perch' qui in questo ci sono medici che si occupano abbastanza di noi detenute,VALUTAZIONE,COMMENTO
7352,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona ragiona e vive nel buio,sancire,sancire
5110,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,hanno più opportunità di_noi lavorano tutte,GIUDIZIO,GIUDIZIO
5721,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non Š accessibile , ma_sono tutti utili difficile da accedere",GIUDIZIO,GIUDIZIO
2945,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"pulite, sane, ben curate",GIUDIZIO,GIUDIZIO
4980,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che le persone si rispettano,DESCRIZIONE,GENERALIZZAZIONE
5387,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"percepisco: disorganizzazione, improvvisazione, pressapochismo, 
proposte formative ripetitive e pedissequamente improntate all' 
organizzazione del lavoro in un' azienda.",OPINIONE,VALUTAZIONE
7475,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona nervosa per la paura di non saper difendersi , un innocente usato per la droga",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5453,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"si e cominciato solo negli_ultimi_anni ad occuparsi del personale, 
riguardo_all' aggiornamento, sempre con un' organizzazione troppo 
veloce ed insufficiente a_mio_parere. 
",OPINIONE,OPINIONE
590,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-sono-stato-inf di-queste-opport,sancire,DESCRIZIONE
5000,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il modo_di_rapportarsi,DESCRIZIONE,GIUDIZIO
5859,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,primo_colloquio,DESCRIZIONE,NON RISPOSTA
6474,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei,NON RISPOSTA,NON RISPOSTA
646,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho farmaco o tipo di droga,sancire,NON RISPOSTA
4880,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,convivono bene e vanno d'accordo con un appoggio psicologico ,DESCRIZIONE,DESCRIZIONE
5683,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"possibilmente 
quattro individui per sezione",RIDIMENSIONAMENTO,RIDIMENSIONAMENTO
2627,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona sia fisicamente, che è soddisfatto del proprio tenore di vita e del proprio essere",GIUDIZIO,GIUDIZIO
4981,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,si parla di quello che ci piace e di quello che ci dispiace,DESCRIZIONE,GENERALIZZAZIONE
983,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,organizzazione,sancire,PRESCRIZIONE
145,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"l-ho-sent-dire in-giro 
",DESCRIZIONE,GENERALIZZAZIONE
7467,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"come un uomo che non_pensava mai di essere condannato ed entrare in_carcere , ma la vita ci riserva delle sorprese ,",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5578,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"vengono istituiti tutti_gli_anni corsi_di_aggiornamento, da_parte_dell' 
amministrazione 
",DESCRIZIONE,VALUTAZIONE
3750,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che ha sbagliato dovrebbe farlo,sancire,sancire
1729,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,celle_grandi,GENERALIZZAZIONE,GIUDIZIO
853,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,quelle pochissime che vi sono sono realmente carenti,GIUDIZIO,GIUDIZIO
3753,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non c'è una persona vorrei paragonarlo a me,NON RISPOSTA,NON RISPOSTA
3914,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normale,GIUDIZIO,GIUDIZIO
115,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,li-ho nei manifesti,GIUSTIFICAZIONE,DESCRIZIONE
3159,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi dispiace le persone che sbagliano per lo stesso motivo, ma chiedetelo a loro perché fanno così",NON RISPOSTA,COMMENTO
737,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,e fondamentale inoltre che quello che si dice nel colloquio sia reale e non mipotetico senno e meglio lasciare perdere,GIUDIZIO,VALUTAZIONE
6265,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,nella ricerca_lavoro per_vivere tranquillo e lontano_dall' alcol,SPECIFICAZIONE,SPECIFICAZIONE
1144,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perché perché_ qualunque essere umano non_viene indirizzato a_migliorare i modi di convivenza con gli altri suoi simili o far riscontrare gli errori che ha_fatto o che sta continuando a_fare ,GENERALIZZAZIONE,DESCRIZIONE
4176,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA,NON RISPOSTA
7052,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_d_entrare in_carcere mi_descrivo tutta_la_gente senza alcun problema con le persone,SPECIFICAZIONE,SPECIFICAZIONE
4893,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"se stanno insieme, se parlano insieme, se giocano insieme, mi fa pensare che la popolazione detenuta è integrata ",DESCRIZIONE,DESCRIZIONE
6335,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,non_saprei,NON RISPOSTA,NON RISPOSTA
4735,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,dipende dalla persona,DESCRIZIONE,NON RISPOSTA
5782,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_posso_descrivere niente perch‚ queste_opportunit… 
mancano completamente",GIUSTIFICAZIONE,GIUSTIFICAZIONE
3850,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,si-comporta-bene,GIUDIZIO,GIUDIZIO
2940,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no problemi fisici e che in armonia con se stesso,GIUDIZIO,GIUDIZIO
1585,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,il lato sanitario e educativo,DESCRIZIONE,GENERALIZZAZIONE
