,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
3711,3711,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non posso le altre persone visto che mi trovo qui,NON RISPOSTA
2599,2599,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sereno libero socievole,GIUDIZIO
5332,5332,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"l' amministrazione ci abbandona 
",DESCRIZIONE
1852,1852,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"dal_punto_di_vista teorico ottime, da_un_punto_di_vista pratico non tutte realizzabili",RIDIMENSIONAMENTO
1263,1263,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"non_so 
non_so 
non_so 
non_so 
non_so",GENERALIZZAZIONE
4549,4549,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"l' opp_rieducativa Š poca , perch‚
al_mondo_esterno non interessa la speranza
del mondo
interno della_prigione
",COMMENTO
7152,7152,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"avevo_altre_idee_sulla_vita , ma_non_mi_sarei_mai_immaginata che le persone innocenti potessero finire qua .",GIUSTIFICAZIONE
7428,7428,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mi_trovavo in_difficoltà , senza_lavoro , senza casa , con problemi di_salute .",sancire
4374,4374,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ mi piace come parlano con noi quando
arriva il tuo momento si interessano
",OPINIONE
6108,6108,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"accertam_tossicodip o accertam_alcoldip , progr_tera di disassuefazione e riabilitazione",DESCRIZIONE
3227,3227,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,questo sbaglio è stato fatto quando ero ubriaco ed è il primo i l'ultimo sbaglio che faccio,COMMENTO
1229,1229,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,rieducazione,GIUDIZIO
2690,2690,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona eutrofica fisicamente, autonoma, capace di prendere decisioni, capace di affrontare problemi e risolvere problemi della vita quotidiana",GIUDIZIO
1925,1925,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,opportunita che se utilizata con coscienziosa partecipazione da_parte_del soggetto sicuramente portera agli obiettivi che la societa si_propone di realizzare,PREVISIONE
5670,5670,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"se 
esiste Š_poco",RIDIMENSIONAMENTO
766,766,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,purtroppo in questo istituto molto limitato,GIUDIZIO
5300,5300,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"vivevo normalmente , lavoravo in un panificio finché ho ricevuto una condanna in contumacia e ora",DESCRIZIONE
1259,1259,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,il comportamento nell' istituto e la famiglia.,DESCRIZIONE
6964,6964,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,attività_sportive,DESCRIZIONE
5098,5098,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non_mi riesce pensare,NON RISPOSTA
163,163,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,seguo-la-scuola,DESCRIZIONE
1760,1760,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la polizia 
campo_sportivo 
corso",DESCRIZIONE
1159,1159,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"come_già ho segnalato prima, non_vi sono momenti di incontro tra operatori preposti al_trattamento rieducativo ed il detenuto,",OPINIONE
3191,3191,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so,NON RISPOSTA
3053,3053,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che no problemi fisici e no problemi psichici,GIUDIZIO
6923,6923,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sono strano,COMMENTO
4668,4668,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"qua siamo in_carcere e qui siamo troppi e
il sostegno per il detenuto sono poco
",GIUDIZIO
1782,1782,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"prendiamo in_considerazione come il medico, istruttore e tutti i 
detenuti che aiutano seriamente i detenuti questa è la domanda",OPINIONE
964,964,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,quantit…_lavoro,GIUDIZIO
1065,1065,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,volontariato,sancire
555,555,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-vista,sancire
376,376,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono-a-conosc dagli assistenti,DESCRIZIONE
2490,2490,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,no,NON RISPOSTA
1716,1716,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"poter 
effettuare i collo_con_la_famigli nell' area verde; frigo_in_cella",sancire
4569,4569,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ credo nelle attivit… proposte,OPINIONE
4061,4061,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,penso-che mi-descriverebbe un-detenuto teppista,OPINIONE
1770,1770,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"attività 
sala colloquio",GIUDIZIO
4577,4577,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ cosi la persona pu• essere educata
bene
",DESCRIZIONE
4638,4638,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ cambia_il_perc_vita umana,IMPLICAZIONI
5247,5247,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona in_qualche_modo e alcune_volte meglio non essere libero dalle persone che sono con mentalità vecchia,COMMENTO
320,320,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,per-mezzo-degli assist-volontari,DESCRIZIONE
7423,7423,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero un_bravo_ragazzo,DESCRIZIONE
2159,2159,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,debole,GIUDIZIO
1907,1907,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,e non_ricadere negli errori fatti in_precedenza .,DESCRIZIONE
5453,5453,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"si e cominciato solo negli_ultimi_anni ad occuparsi del personale, 
riguardo_all' aggiornamento, sempre con un' organizzazione troppo 
veloce ed insufficiente a_mio_parere. 
",OPINIONE
1014,1014,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,attivit…_culturali,sancire
321,321,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-altri-deten,DESCRIZIONE
1607,1607,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"attività_lavorativa 
attività_sportiva 
attività scolastica e culturale",GIUDIZIO
2326,2326,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,un consumatore sereno,GIUDIZIO
5407,5407,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,disorganicita mancanza di collegamento tra i vari servizi,DESCRIZIONE
1393,1393,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"le porte_delle_celle devono_essere lasciate aperte. 
",sancire
1341,1341,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,scriverò una_domanda,GIUDIZIO
5713,5713,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so ancora,NON RISPOSTA
5715,5715,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il 
mangiare Š una schifezza ; nessuno 
comanda ?",COMMENTO
3473,3473,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,penso che una persona reato sarà simile a me almeno penso,OPINIONE
328,328,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,spedis-semp-letter alla-mia-famig.,NON RISPOSTA
2092,2092,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_sono_tossicodip,sancire
279,279,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent-parlarne i miei-comp,DESCRIZIONE
666,666,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tossica,GIUDIZIO
7404,7404,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero_una_persona diversa da_adesso,CONFRONTO
4437,4437,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_si niente,NON RISPOSTA
6306,6306,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,un_ragazzo come_tutti,GIUDIZIO
2674,2674,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non mette ansia,sancire
5201,5201,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,io_non posso sapere un_altro come va se non_sono nell' istituto,NON RISPOSTA
5448,5448,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"facendo si 
che si disperda quanto acquisito nel precedente.",IMPLICAZIONI
2835,2835,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,uno che sta bene suo corpo e nella sua mente,GIUDIZIO
1292,1292,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,attività_sportive,GIUDIZIO
5999,5999,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"la persona_straniera avendo i requisiti viene 
affidata_servizi che il carcere dispone fino_alla sua scarcerazione di fine pena 
",GENERALIZZAZIONE
478,478,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-l-info dal parlare-con-deten
",DESCRIZIONE
3080,3080,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,credo che la descriverei come una persona in grado di vivere in armonia con sé stessa anche con le proprie parti malate,OPINIONE
2785,2785,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che no patologia,sancire
3911,3911,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,forse mi-descrivo che sono-1-persona che ho-sbagliato e che posso-essere-recup,POSSIBILITÀ
3799,3799,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"l'errore che ho fatto e che non me lo dimenticherò mai, non lo auguro a nessuno",COMMENTO
4754,4754,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,servono_per_rieducare,RIFERIMENTO ALL'OBIETTIVO
