,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
5756,5756,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so,NON RISPOSTA
2210,2210,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,per me cannabis,GENERALIZZAZIONE
3498,3498,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e possono rovinare un paese,POSSIBILITÀ
796,796,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,possibilita di accedere a cio che prevee l'ordinamento penitenziario nei termini prescritti dalle varie normative che non sono applicate,CONTRAPPOSIZIONE
4242,4242,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"secondo-me , nella condizione in-cui-mi-trovo , una-Femmina puo-pensare un-po-di-tutto su-di-me 
",OPINIONE
176,176,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-saputo da un deten-lav-come-scriv,DESCRIZIONE
3188,3188,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi allontano da questa strada,COMMENTO
4556,4556,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non_si mai niente , non abbiamo niente
per_passare_il_tempo
",DESCRIZIONE
5643,5643,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la descrivo che ha cambiato il senso della_mia_vita,sancire
521,521,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ness-tipo-di-info 
",NON RISPOSTA
7161,7161,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,fortunato,DESCRIZIONE
1518,1518,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"le qualità_dei_servizi sono_pessime. non c' è la carta_igienica. 
tutto è molto sporco.",GIUDIZIO
245,245,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle pers-erano-in-carc.,PRESCRIZIONE
1663,1663,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"lavoro 
scuola 
palestra 
cinema 
campo_sportivo",GIUDIZIO
6115,6115,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,umanitarie,GIUDIZIO
4189,4189,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"per-quanto-mi-riguarda Sono-tutti-bravi con-me , a-parte-che 
sono-noto-da-loro , m-vogl-gran-benequesto lo-posso-dire tranquillamente 
",COMMENTO
2434,2434,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,sono stato_molto_male quando le usavo,sancire
3373,3373,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,l'esenzione per lui come l'esenzione per me,COMMENTO
5566,5566,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"anche_se questi corsi intervengono di_fatto dopo la 
formazione diretta sul_campo, sono pertanto strumenti di riflessione",RIDIMENSIONAMENTO
6235,6235,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,nato_nuovo ,sancire
4800,4800,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ,GIUSTIFICAZIONE
2524,2524,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----088 
forse normale",POSSIBILITÀ
2149,2149,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_ne_uso,NON RISPOSTA
3434,3434,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,persona con bisogni personali e familiari,GIUDIZIO
1090,1090,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,dare esempio,GENERALIZZAZIONE
3081,3081,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona padrona di sé, che si accetta totalmente, che sa fare i conti con tutti gli aspetti di sé, che no male fisica",GIUDIZIO
3174,3174,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ci sono due maniere di chiarmarli: la prima delitto per caso; la seconda essere abituati al tipo di delitto,sancire
1562,1562,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,attività_culturale e lo sport,GIUDIZIO
5622,5622,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non lo so,NON RISPOSTA
3641,3641,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,il lupo perde il pelo ma non il vizio,sancire
1832,1832,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il lavoro all_interno ed all_esterno dell' istituto 
le attività e contatti con le comunità all_esterno 
religione cattolica",COMMENTO
2716,2716,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,piena di risorse,GIUDIZIO
2833,2833,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che sta bene nel posto in cui si trova e che no problemi fisici,GIUDIZIO
5640,5640,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,l' opportunit…_di trattame_rieducativo Š solidariet…,GIUDIZIO
610,610,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non mio genere,NON RISPOSTA
636,636,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tutto è ottimo,NON RISPOSTA
4390,4390,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ quando fai una domanda per fare un
colloquio con qualcuno come il direttore o
il
comandante non ti interessano . fino_a fare
casino
",DESCRIZIONE
501,501,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"mi-ha-inf il mio-comp 
",DESCRIZIONE
33,33,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"in-3anni-7mesi parlo-sol-cn-m-fam al telefono, dato che, per la situazione in cui si-trovano tutti i miei parenti, non-poss-ven-trov",NON RISPOSTA
716,716,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,descrivo che non ci trattamenti rieducativi,sancire
4588,4588,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non sono per_nulla efficaci,CONFERMA
6179,6179,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,se non hanno famiglia nessuna,NON RISPOSTA
174,174,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-la-possib. ci-sono altre-pers-deten che hanno anche-loro le opport 
",DESCRIZIONE
5894,5894,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"visita_medica e segnalazione , da_parte_dello stesso , al_locale serv_tossdip",DESCRIZIONE
5942,5942,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,spiegazioni delle regole dei diritti e dei doveri che regolano la vita dell' istituto spiegazioni di come vanno_fatte istanze reclami o richieste ( telefonate colloqui e quanto prevede il regolamento .,COMMENTO
4595,4595,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non va niente_bene,GIUDIZIO
2628,2628,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona di malesseri sia fisici che psicologici, in grado di affrontare le mansioni quotidiane",sancire
3664,3664,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"perchè questa persona spera ed è ambiziosa nel costruire la sua vita sociale e la sua personalità, e così sarà una persona utile nella società",PREVISIONE
3984,3984,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come 1-persona-norm,GIUDIZIO
1138,1138,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,poiché necessitano di un' adesione decisiva della_persona detenuta,COMMENTO
2886,2886,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,buon aspetto,GIUDIZIO
6933,6933,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,bo,NON RISPOSTA
3624,3624,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io descriverei come sfortunato e dimenticato dalla altre persone,GIUDIZIO
1692,1692,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,più calma,GIUDIZIO
2578,2578,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,partecipa a tutte le attività,DESCRIZIONE
4999,4999,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,da niente,sancire
3137,3137,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,Descrivo una persona lo stesso reato imputato anche a me come persona preoccupata,GIUDIZIO
2256,2256,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_faccio_uso,NON RISPOSTA
6374,6374,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,sono_felice,GENERALIZZAZIONE
147,147,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO
2341,2341,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,la fumo da tutta la vita,sancire
1646,1646,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"i più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli non lavora bene",DESCRIZIONE
4594,4594,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le rag_della_mia_scelta sono_abb_efficaci
perch‚ questa prigione non possiede queste
opportunit… di trattt
",sancire
5025,5025,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sono_integrati a modo loro,GIUDIZIO
4639,4639,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"poco_efficace_perch‚ tante di
queste_opportunit… sono_assenti
",DESCRIZIONE
2367,2367,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,per_quanto_riguarda l' eroina è_una_sostanza che non_sopporto per la cannabis è una sostanza_normale che ti_fa_divertire,COMMENTO
5004,5004,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,poco. vedo una scarsa conoscenza della cultura altrui,COMMENTO
7122,7122,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona si immaginava da quanto male si comportava in società,sancire
2857,2857,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"sorridente, estroversa sufficientemente, attiva, propositiva, coinvolta, partecipativa, curata nell'aspetto, che si pone obiettivi",GIUDIZIO
914,914,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,formazione,sancire
2934,2934,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona normale tranquilla rilassata,GIUDIZIO
1433,1433,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,la pulizia all_interno_del carcere per_terra o nelle finestre,GIUDIZIO
