,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
1676,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il trattamento 
nel_campo sanitario, organizzazione dei pasti, la presenza 
dell' attività_sportiva, palestra, campo_sportivo, dare i diritti ai 
detenuti_stranieri nella loro assistenza del costruire la loro vita",GIUDIZIO,DESCRIZIONE
2258,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,NON RISPOSTA,COMMENTO
3711,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non posso le altre persone visto che mi trovo qui,NON RISPOSTA,NON RISPOSTA
1145,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,i trattamenti_rieducativi_sono degli strumenti validi per il raggiungimento degli obiettivi dell' operatore.,PRESCRIZIONE,DESCRIZIONE
3573,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e per questo le consiglierei di non nessun errore,GENERALIZZAZIONE,GENERALIZZAZIONE
5963,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"progetto borsa_lavoro 
sostegni economici 
corsi_formaz_prof 
inserimento in strutture chiuse specializzate 
corsi_scolariz",DESCRIZIONE,sancire
5964,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"riempimento di questionari 
somministrazione sost_alternative 
incontri colloq_psic 
incontri sporadici con ass_soc deputati a tale situaz_tosdip e nessun supporto_esterno dato dai familiari , i quali spesso sono tutti nel paese di origine",DESCRIZIONE,sancire
6576,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ve ne potrebbero essere parecchie,GENERALIZZAZIONE,GENERALIZZAZIONE
7133,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non_lo_ho_mai_pensato,NON RISPOSTA,NON RISPOSTA
4198,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-c-E-ness-differ,COMMENTO,COMMENTO
3330,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona come me,OPINIONE,GENERALIZZAZIONE
38,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"la prigione uccide-l-anima interiormente
",CAUSA,sancire
756,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,le stesse restrizioni lo stesso trattamento.,CONTRAPPOSIZIONE,SPECIFICAZIONE
4345,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,sono_efficaci tratttano_male le persone .,DESCRIZIONE,GIUDIZIO
5381,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"si spende troppo tempo ad inseguire un' organizzazione del lavoro a_volte 
irrazionale e ci si trova soli senza le risorse essenziali a perseguire i fini 
istituzionali. 
",COMMENTO,COMMENTO
6761,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,incontri socio culturali attività_sportive,DESCRIZIONE,DESCRIZIONE
1804,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,permessi alle madri,GENERALIZZAZIONE,RIFERIMENTO ALL'OBIETTIVO
3619,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,imbrogliata,GIUDIZIO,GIUDIZIO
4023,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,sono e sarei una-donna come-tutte-altre,sancire,COMMENTO
2347,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho,NON RISPOSTA,COMMENTO
6505,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"come scuole, attività_sportive, avere_più_ore_per_stare_insieme.",SPECIFICAZIONE,SPECIFICAZIONE
1016,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,layout,sancire,COMMENTO
4857,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,penso di si che la popolazione detenuta straniera sono integrati perché ti offrono un'accoglienza buona ,DESCRIZIONE,DESCRIZIONE
6046,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloquio_ass_vol della comunità 
colloquio_ass 
",DESCRIZIONE,sancire
3443,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,bisognosa,GIUDIZIO,GIUDIZIO
5565,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"corsi_di_formazione 
",GENERALIZZAZIONE,VALUTAZIONE
424,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"parlando con alt-deten-piu-esp 
",DESCRIZIONE,DESCRIZIONE
6950,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,continuare se possibile manifestazioni che possano coinvolgere italiani_e_stranieri,DESCRIZIONE,DESCRIZIONE
2833,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che sta bene nel posto in cui si trova e che no problemi fisici,GIUDIZIO,GIUDIZIO
788,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in quanto e molto assente,GIUDIZIO,GIUDIZIO
3635,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,è una persona fatto un grande sbaglio,sancire,sancire
1166,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,sempre tenendo conto del tipo_di_reato.,COMMENTO,SPECIFICAZIONE
5930,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"le_stesse che per la persona_italiana : 
1 apertura_cartella 
2 disintossicazione 
3 anamnesi e consulenza legale 
4 psicotera_sost 
5 progetto terapeutico o di reinserimento 
",DESCRIZIONE,sancire
2156,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_potrei_descriv perché non_consumo queste droghe,NON RISPOSTA,COMMENTO
4363,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"se la mia_risposta Š_efficace deve vedere
la risposta della prima e la seconda
domanda
",NON RISPOSTA,NON RISPOSTA
63,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dai deten-sono-con-me 
",DESCRIZIONE,DESCRIZIONE
1026,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,spazi_vivibili,GIUDIZIO,GIUDIZIO
3207,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"che è una ingiustizia perché non ho, mi hanno semplicemente preso 2 volte senza documenti, ho sempre lavorato",GENERALIZZAZIONE,GENERALIZZAZIONE
6740,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
3419,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende o si fa di questo reato il suo unico mezzo per vivere o l'istituzione non perdona lo sbaglio che è stato commesso e non tollera chi delle volte diventa preda al meccanismo giuridico,sancire,GENERALIZZAZIONE
2060,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"(uscire da ql_che_non_esiste, smarrimento in un smarrimento)",SPECIFICAZIONE,SPECIFICAZIONE
5441,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,sarebbe comunque auspicabile creare queste occasioni!,GIUDIZIO,GIUDIZIO
5472,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"si fanno perche devono_essere fatti e li fanno pesare - piu formazione 
all_inizio -",COMMENTO,COMMENTO
5863,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,diretta segnalazione_sert del medico_visita il detenuto,DESCRIZIONE,sancire
4633,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"abb_efficace_perch‚ Š quasi inesistente o
assente .
",DESCRIZIONE,GIUDIZIO
3940,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,1-persona nella-prigione,DESCRIZIONE,sancire
7020,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,saletta per giocare_a_carte,DESCRIZIONE,DESCRIZIONE
2386,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,per_divertirmi ogni_,RIFERIMENTO ALL'OBIETTIVO,GENERALIZZAZIONE
4154,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,1-persona timida,GIUDIZIO,sancire
6161,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"le azioni come_da prassi 
assegnazione caso 
colloqui_sog 
colloqui_fam e datori_lavoro 
colloqui_con_operat di altri_servizi interessati 
piano di intervento anche in_collaborazione_con altri_servizi",DESCRIZIONE,sancire
770,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"io che sono entrata da 1 mese circa ho capito che ci sono tanti corsi, tipo la pittura, la biblioteca un corso di informatica e yoga che e stato pure già iniziato",DESCRIZIONE,SPECIFICAZIONE
3911,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,forse mi-descrivo che sono-1-persona che ho-sbagliato e che posso-essere-recup,POSSIBILITÀ,sancire
6342,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,spero_che dio_l_altissimo mi faccia diventare un_altra in_modo_che io possa prendermi cura della_mia fidanzata e di mia_figlia e spero di_vivere in una famiglia felice,GENERALIZZAZIONE,GENERALIZZAZIONE
954,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,la sicurezza,sancire,PRESCRIZIONE
3201,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,penso che questa persona che ha commesso è stato imputato ch anche lui soffre di povertà,OPINIONE,OPINIONE
2668,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona al massimo con patologie normali,RIDIMENSIONAMENTO,sancire
781,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,molto scarse e difficili,GIUDIZIO,GIUDIZIO
991,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,basterebbe avere la possibilit… di attuare quello che l' ordinamento prescrive,RIDIMENSIONAMENTO,GENERALIZZAZIONE
4464,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"la mia_scelta per ragioni che le
opportunit…_di_trattt_rieducativo_sono
di_grande bisogno
",GIUDIZIO,GIUDIZIO
3052,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO,GIUDIZIO
3912,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so-rispondere,NON RISPOSTA,NON RISPOSTA
5421,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"poiche lavorando in situazione di_sotto organico e dovendo comunque 
garantire le varie attivita non vengono svolte in_modo oculato. 
",VALUTAZIONE,VALUTAZIONE
4041,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come un-detenuto,GENERALIZZAZIONE,sancire
7416,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"può_darsi che sono_stato cattiva , ma ha cattivo , ma ho capito una_cosa , che la vita la devi vivere , non passarla in_carcere",RIDIMENSIONAMENTO,RIDIMENSIONAMENTO
3557,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
2965,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,quando non presenta comportamentali e/o fisici,sancire,sancire
479,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"xche-ci-sono-tanti che hanno-usuf di questo trattam-rieduc 

",SPECIFICAZIONE,SPECIFICAZIONE
827,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,e quel poco che c' enon fa il proprio lavoro per come dovrebbe,COMMENTO,SPECIFICAZIONE
5009,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il rispetto tra le varie persone e l' affiatamento fra di_loro.,GIUDIZIO,GIUDIZIO
7168,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non martire,sancire,sancire
5199,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"io_credo di stare meglio prima quando mi hanno trasferito ho_avuto un grosso botto mi_hanno allontanato di circa 400km e vedo la mia_famiglia solo una_volta al_mese, per lo più non_trovo tanta socialità come_prima con i detenuti esteri",COMMENTO,COMMENTO
4759,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non ti chiama mai nessuno anche_se chiedi
di_parlare
",COMMENTO,COMMENTO
